NID,Titre,URL,Organization,Produit,Problème,"Ce que vous devriez faire",Catégorie,"Classe de rappel","Dernière mise à jour",Archivé
44279,"  Certain Farm Boy products may contain harmful glass fragments ",https://recalls-rappels.canada.ca/en/alert-recall/certain-farm-boy-products-may-contain-harmful-glass-fragments,ACIA,,"Matières étrangères",,Aliments,"Classe 1",2011-04-08,1
49300,"  Présence possible de la bactérie E. coli O157:H7 dans des noix de Grenoble crues écalées vendues dans certains magasins de détail à Vancouver (Colombie-Britannique) ",https://recalls-rappels.canada.ca/fr/avis-rappel/presence-possible-bacterie-e-coli-o157h7-dans-noix-grenoble-crues-ecalees-vendues-dans,ACIA,,"E. coli O157:H7",,Aliments,"Classe 1",2011-04-08,1
50053,"  r6317 ",https://recalls-rappels.canada.ca/fr/avis-rappel/r6317,ACIA,,,,Aliments,"Classe 2",2011-04-08,1
71444,"Numéro de rappel de Transports Canada - 2011074 - GENERAL MOTORS",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011074-general-motors,TC,"Camionnette et fourgonnette rappelé par GENERAL MOTORS","Chaufferette et dégivreur",,"Camionnette et fourgonnette - Véhicule utilitaire-sport",,2011-04-08,0
71463,"Numéro de rappel de Transports Canada - 2011055 - FOREST RIVER",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011055-forest-river,TC,"Caravane rappelé par FOREST RIVER",Suspension,,Caravane,,2011-04-08,0
21787,"  Lits d'enfant Co-SleeperMD destinés au partage de lit ",https://recalls-rappels.canada.ca/fr/avis-rappel/lits-enfant-co-sleepermd-destines-au-partage-lit,"Sécurité des produits de consommation",,,,"Articles de maison",,2011-04-07,1
22692,"  Rappel du produit « U-Prosta » qui peut poser un risque grave pour la santé ",https://recalls-rappels.canada.ca/fr/avis-rappel/rappel-du-produit-u-prosta-qui-peut-poser-risque-grave-pour-sante,"Direction générale des communications et des affaires publiques",,"Substance non déclarée",,"Produits de santé naturels",,2011-04-07,1
71370,"Numéro de rappel de Transports Canada - 2011149 - GENERAL MOTORS",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011149-general-motors,TC,"Voiture rappelé par GENERAL MOTORS",Direction,,Voiture,,2011-04-07,0
71448,"Numéro de rappel de Transports Canada - 2011070 - HONDA",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011070-honda,TC,"Voiture rappelé par HONDA",Moteur,,Voiture,,2011-04-07,0
71470,"Numéro de rappel de Transports Canada - 2011048 - COACHMEN",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011048-coachmen,TC,"Autocaravane rappelé par COACHMEN",Accessoires,,"Autocaravane - Caravane",,2011-04-07,0
71479,"Numéro de rappel de Transports Canada - 2011039 - PETERSON INDUSTRIES",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011039-peterson-industries,TC,"Caravane rappelé par PETERSON INDUSTRIES",Accessoires,,Caravane,,2011-04-07,0
71505,"Numéro de rappel de Transports Canada - 2011013 - HONDA",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011013-honda,TC,"Véhicule utilitaire-sport rappelé par HONDA","Circuit électrique",,"Véhicule utilitaire-sport",,2011-04-07,0
71618,"Numéro de rappel de Transports Canada - 2010364 - HONDA",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010364-honda,TC,"Voiture rappelé par HONDA",Freins,,"Voiture - Minifourgonnette",,2011-04-07,0
71709,"Numéro de rappel de Transports Canada - 2010271 - HONDA",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010271-honda,TC,"Motocyclette rappelé par HONDA",Étiquette,,Motocyclette,,2011-04-07,0
21886,"  Vêtements de nuit pour bébés, de marque Chikitoe ",https://recalls-rappels.canada.ca/fr/avis-rappel/vetements-nuit-pour-bebes-marque-chikitoe,"Sécurité des produits de consommation",,,,"Vêtements et accessoires",,2011-04-06,1
22082,"  Pot à chocolat chaud « Whirly Whip Hot Chocolate Pot », de William Sonoma Inc. ",https://recalls-rappels.canada.ca/fr/avis-rappel/pot-chocolat-chaud-whirly-whip-hot-chocolate-pot-william-sonoma-inc,"Sécurité des produits de consommation",,,,"Articles de maison - Produits spécialisés",,2011-04-06,1
25444,"  Lits médicaux Bertec modèle FLH668NDCM - Rappel dû à une possibilité que la section de tête ou de pied s'abaisse soudainement - Avis aux hôpitaux ",https://recalls-rappels.canada.ca/fr/avis-rappel/lits-medicaux-bertec-modele-flh668ndcm-rappel-du-possibilite-que-section-tete-ou-pied-s,"Produits de santé commercialisés",,,,"Matériel médical, instruments médicaux et dispositifs médicaux",,2011-04-06,1
44269,"  Certain Organic Meadow and Farm Boy brand milk may contain harmful glass fragments ",https://recalls-rappels.canada.ca/en/alert-recall/certain-organic-meadow-and-farm-boy-brand-milk-may-contain-harmful-glass-fragments,ACIA,,"Matières étrangères",,Aliments,"Classe 1",2011-04-06,1
50041,"  Présence non déclarée de gluten dans certains sarrasin entier blanc biologique de marque Les moissonneries du pays ",https://recalls-rappels.canada.ca/fr/avis-rappel/presence-non-declaree-gluten-dans-certains-sarrasin-entier-blanc-biologique-marque,ACIA,,Gluten,,Aliments,"Classe 3",2011-04-06,1
50087,"  Certains produits de boeuf peuvent contenir des E. coli ",https://recalls-rappels.canada.ca/fr/avis-rappel/certains-produits-boeuf-peuvent-contenir-e-coli,ACIA,,,,Aliments,"Classe 1",2011-04-06,1
22984,"  Mise à jour : D'autres produits de santé naturels contenant des probiotiques peuvent poser un risque grave aux Canadiens allergiques au lait ",https://recalls-rappels.canada.ca/fr/avis-rappel/mise-jour-autres-produits-sante-naturels-contenant-probiotiques-peuvent-poser-risque,"Direction générale des communications et des affaires publiques",,,,"Produits de santé naturels",,2011-04-05,1
44277,"  Undeclared milk and peanuts in Assi brand Wheat Flour Mix products imported from Korea ",https://recalls-rappels.canada.ca/en/alert-recall/undeclared-milk-and-peanuts-assi-brand-wheat-flour-mix-products-imported-korea,ACIA,,Lait,,Aliments,"Classe 1",2011-04-05,1
49767,"  Présence non déclarée de oeuf dans certains produits de marque Wild Wing et Harvey's ",https://recalls-rappels.canada.ca/fr/avis-rappel/presence-non-declaree-oeuf-dans-certains-produits-marque-wild-wing-et-harvey-s,ACIA,,Œufs,,Aliments,"Classe 3",2011-04-05,1
71464,"Numéro de rappel de Transports Canada - 2011054 - SUZUKI",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011054-suzuki,TC,"Véhicule tout terrain rappelé par SUZUKI","Alimentation en carburant",,"Véhicule tout terrain",,2011-04-05,0
71506,"Numéro de rappel de Transports Canada - 2011012 - MITSUBISHI",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011012-mitsubishi,TC,"Véhicule utilitaire-sport rappelé par MITSUBISHI","Alimentation en carburant",,"Véhicule utilitaire-sport",,2011-04-05,0
21760,"  Camion-jouet « Troy the Activity Truck » ",https://recalls-rappels.canada.ca/fr/avis-rappel/camion-jouet-troy-activity-truck,"Sécurité des produits de consommation",,,,"Jouets et jeux",,2011-04-04,1
49587,"  Présence possible de la bactérie E. coli O157:H7 dans des noix de Grenoble crues écalées vendues en vrac ou préemballées ",https://recalls-rappels.canada.ca/fr/avis-rappel/presence-possible-bacterie-e-coli-o157h7-dans-noix-grenoble-crues-ecalees-vendues-en-0,ACIA,,"E. coli O157:H7",,Aliments,"Classe 1",2011-04-04,1
71374,"Numéro de rappel de Transports Canada - 2011145 - PETERSON INDUSTRIES",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011145-peterson-industries,TC,"Caravane rappelé par PETERSON INDUSTRIES",Freins,,Caravane,,2011-04-04,0
71478,"Numéro de rappel de Transports Canada - 2011040 - GULF STREAM COACH",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011040-gulf-stream-coach,TC,"Autocaravane rappelé par GULF STREAM COACH","Alimentation en carburant",,Autocaravane,,2011-04-04,0
71598,"Numéro de rappel de Transports Canada - 2010385 - GENERAL MOTORS",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010385-general-motors,TC,"Voiture rappelé par GENERAL MOTORS","Circuit électrique",,Voiture,,2011-04-04,0
71607,"Numéro de rappel de Transports Canada - 2010375 - MERCEDES-BENZ",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010375-mercedes-benz,TC,"Véhicule utilitaire-sport rappelé par MERCEDES-BENZ","Alimentation en carburant",,"Véhicule utilitaire-sport",,2011-04-04,0
71721,"Numéro de rappel de Transports Canada - 2010259 - MERCEDES-BENZ",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010259-mercedes-benz,TC,"Véhicule utilitaire-sport rappelé par MERCEDES-BENZ","Feux et instruments",,"Véhicule utilitaire-sport",,2011-04-04,0
49285,"  Présence possible de la bactérie E. coli O157:H7 dans des noix de Grenoble crues écalées vendues en vrac ou préemballées ",https://recalls-rappels.canada.ca/fr/avis-rappel/presence-possible-bacterie-e-coli-o157h7-dans-noix-grenoble-crues-ecalees-vendues-en,ACIA,,"E. coli O157:H7",,Aliments,"Classe 1",2011-04-03,1
21965,"  Tubes élastiques avec poignées, pour entraînement musculaire ",https://recalls-rappels.canada.ca/fr/avis-rappel/tubes-elastiques-avec-poignees-pour-entrainement-musculaire,"Sécurité des produits de consommation",,,,"Articles de sport et matériel de culture physique",,2011-04-01,1
22689,"  Un produit de lutte contre les fourmis contient un pesticide interdit ",https://recalls-rappels.canada.ca/fr/avis-rappel/produit-lutte-contre-fourmis-contient-pesticide-interdit,"Sécurité des produits de consommation",,"Risque chimique - Produits non autorisés",,"Substances chimiques",,2011-04-01,1
49586,"  Présence non déclarée d'arachides dans le produit « Doctor's Carbrite Diet Chocolate Brownie Bars » ",https://recalls-rappels.canada.ca/fr/avis-rappel/presence-non-declaree-arachides-dans-produit-doctor-s-carbrite-diet-chocolate-brownie-1,ACIA,,Arachides,,Aliments,"Classe 2",2011-04-01,1
50036,"  Certains « produits de mer mélange » de marque Oceanprime est rappelé ",https://recalls-rappels.canada.ca/fr/avis-rappel/certains-produits-mer-melange-marque-oceanprime-est-rappele,"Sécurité des produits de consommation",,,,Autres,"Classe 3",2011-04-01,1
71518,"Numéro de rappel de Transports Canada - 2010466 - FIAT CHRYSLER AUTOMOBILES",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2010466-fiat-chrysler-automobiles,TC,"Camionnette et fourgonnette rappelé par FIAT CHRYSLER AUTOMOBILES","Groupe motopropulseur",,"Camionnette et fourgonnette",,2011-04-01,0
49402,"  Présence non déclarée de protéines de lait dans l'assaisonnement pour maïs éclaté « Je Craque pour Kernels Extraordinary Popcorn Sel et vinaigre relevé » ",https://recalls-rappels.canada.ca/fr/avis-rappel/presence-non-declaree-proteines-lait-dans-assaisonnement-pour-mais-eclate-je-craque,ACIA,,Lait,,Aliments,"Classe 1",2011-03-31,1
50482,"  Présence non déclarée de lait, le soja, le blé, le poisson, le sésame et l'oeuf dans divers produits de marque Cuisine V.M. ",https://recalls-rappels.canada.ca/fr/avis-rappel/presence-non-declaree-lait-soja-ble-poisson-sesame-et-oeuf-dans-divers-produits-marque,ACIA,,"Lait - Soja",,Aliments,"Classe 2",2011-03-31,1
21984,"  Tondeuses autoportées à rayon de braquage nul Z-Master, de ToroMD ",https://recalls-rappels.canada.ca/fr/avis-rappel/tondeuses-autoportees-rayon-braquage-nul-z-master-toromd,"Sécurité des produits de consommation",,,,"Articles de maison - Autres",,2011-03-30,1
49844,"  Présence non déclarée de gluten dans certains céréales d'avoine - pommes de marque Milupa ",https://recalls-rappels.canada.ca/fr/avis-rappel/presence-non-declaree-gluten-dans-certains-cereales-avoine-pommes-marque-milupa,ACIA,,Gluten,,Aliments,"Classe 3",2011-03-30,1
71375,"Numéro de rappel de Transports Canada - 2011144 - PETERSON INDUSTRIES",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011144-peterson-industries,TC,"Caravane rappelé par PETERSON INDUSTRIES",Accessoires,,Caravane,,2011-03-30,0
22083,"  Couvercles de verre Le CreusetMD ",https://recalls-rappels.canada.ca/fr/avis-rappel/couvercles-verre-creusetmd,"Sécurité des produits de consommation",,,,"Articles de maison",,2011-03-29,1
22690,"  La politique d'exclusion de donneurs s'appliquera au-delà du Royaume-Uni et de l'Europe de l'Ouest ",https://recalls-rappels.canada.ca/fr/avis-rappel/politique-exclusion-donneurs-s-appliquera-au-dela-du-royaume-uni-et-europe-ouest,"Direction générale des communications et des affaires publiques",,,,Médicaments,,2011-03-29,1
23034,"  Foire aux questions : Politique d'exclusion des donneurs potentiels élargie au-delà de l'Europe de l'Ouest ",https://recalls-rappels.canada.ca/fr/avis-rappel/foire-questions-politique-exclusion-donneurs-potentiels-elargie-au-dela-europe-ouest,"Direction générale des communications et des affaires publiques",,,,Médicaments,,2011-03-29,1
25533,"  Pompes à perfusion Plum A+ - Rappel dû à une défaillance de l'alarme sonore - Avis aux hôpitaux ",https://recalls-rappels.canada.ca/fr/avis-rappel/pompes-perfusion-plum-rappel-du-defaillance-alarme-sonore-avis-hopitaux,"Produits de santé commercialisés",,,,"Matériel médical, instruments médicaux et dispositifs médicaux",,2011-03-29,1
25581,"  (Mise à jour) Pompes à perfusion Plum A+ - Rappel dû à une défaillance de l'alarme sonore - Avis aux hôpitaux ",https://recalls-rappels.canada.ca/fr/avis-rappel/mise-jour-pompes-perfusion-plum-rappel-du-defaillance-alarme-sonore-avis-hopitaux,"Produits de santé commercialisés",,,,"Matériel médical, instruments médicaux et dispositifs médicaux",,2011-03-29,1
49763,"  Certains germes de luzerne de marque Living Foods est rappelé en raison d'un problème microbiologique ",https://recalls-rappels.canada.ca/fr/avis-rappel/certains-germes-luzerne-marque-living-foods-est-rappele-en-raison-probleme,ACIA,,,,Aliments,"Classe 3",2011-03-29,1
50042,"  Certains produits de marque Agropol peut contenir des morceaux de verre ",https://recalls-rappels.canada.ca/fr/avis-rappel/certains-produits-marque-agropol-peut-contenir-morceaux-verre,ACIA,,"Matières étrangères",,Aliments,"Classe 2",2011-03-29,1
50043,"  Présence non déclarée de sulfites dans l'ail et le gingembre produits de marque Quality Brand ",https://recalls-rappels.canada.ca/fr/avis-rappel/presence-non-declaree-sulfites-dans-ail-et-gingembre-produits-marque-quality-brand,ACIA,,Sulfites,,Aliments,"Classe 3",2011-03-29,1
71393,"Numéro de rappel de Transports Canada - 2011126 - CONTINENTAL TIRE",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011126-continental-tire,TC,"Pneu rappelé par CONTINENTAL TIRE",Pneus,,Pneu,,2011-03-29,0
71410,"Numéro de rappel de Transports Canada - 2011108 - KZ  RECREATIONAL VEHICLES",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011108-kz-recreational-vehicles,TC,"Caravane rappelé par KZ  RECREATIONAL VEHICLES",Accessoires,,Caravane,,2011-03-29,0
71417,"Numéro de rappel de Transports Canada - 2011101 - FIAT CHRYSLER AUTOMOBILES",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011101-fiat-chrysler-automobiles,TC,"Véhicule utilitaire-sport rappelé par FIAT CHRYSLER AUTOMOBILES",Suspension,,"Véhicule utilitaire-sport",,2011-03-29,0
71493,"Numéro de rappel de Transports Canada - 2011025 - HEIL ENVIRONMENTAL",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011025-heil-environmental,TC,"Camion - usage moyen et usage intensif rappelé par HEIL ENVIRONMENTAL","Circuit électrique",,"Camion - usage moyen et usage intensif",,2011-03-29,0
71496,"Numéro de rappel de Transports Canada - 2011022 - FEATHERLITE",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011022-featherlite,TC,"Remorque légère rappelé par FEATHERLITE",Accessoires,,"Remorque légère - Caravane",,2011-03-29,0
71498,"Numéro de rappel de Transports Canada - 2011020 - UNIVERSAL TRAILER CORPORATION",https://recalls-rappels.canada.ca/fr/avis-rappel/numero-rappel-transports-canada-2011020-universal-trailer-corporation,TC,"Caravane rappelé par UNIVERSAL TRAILER CORPORATION",Accessoires,,Caravane,,2011-03-29,0
